Series_Title,Genre,IMDB_Rating,Overview,No_of_Votes
Match Point,"Drama, Romance, Thriller",7.6,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",206294
Watchmen,"Action, Drama, Mystery",7.6,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",500799
Lord of War,"Action, Crime, Drama",7.6,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,294140
Saw,"Horror, Mystery, Thriller",7.6,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",379020
"Synecdoche, New York",Drama,7.6,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",83158
Mysterious Skin,Drama,7.6,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",65939
Jeux d'enfants,"Comedy, Drama, Romance",7.6,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",67360
Un long dimanche de fiançailles,"Drama, Mystery, Romance",7.6,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",70925
The Station Agent,"Comedy, Drama",7.6,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",67370
21 Grams,"Crime, Drama, Thriller",7.6,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",224545
Boksuneun naui geot,"Crime, Drama, Thriller",7.6,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",62659
Finding Neverland,"Biography, Drama, Family",7.6,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,198677
25th Hour,Drama,7.6,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",169708
The Butterfly Effect,"Drama, Sci-Fi, Thriller",7.6,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",451479
28 Days Later...,"Drama, Horror, Sci-Fi",7.6,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",376853
Batoru rowaiaru,"Action, Adventure, Drama",7.6,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",169091
The Royal Tenenbaums,"Comedy, Drama",7.6,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,266842
Y tu mamá también,Drama,7.6,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",115827
Harry Potter and the Sorcerer's Stone,"Adventure, Family, Fantasy",7.6,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",658185
The Others,"Horror, Mystery, Thriller",7.6,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,337651
Blow,"Biography, Crime, Drama",7.6,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",240714
Enemy at the Gates,"Drama, History, War",7.6,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,243729
Minority Report,"Action, Crime, Mystery",7.6,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",508417
The Hurricane,"Biography, Drama, Sport",7.6,"The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",91557
American Psycho,"Comedy, Crime, Drama",7.6,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",490062
Lola rennt,"Crime, Drama, Thriller",7.6,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",188317
The Thin Red Line,"Drama, War",7.6,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",172710
Mulan,"Animation, Adventure, Family",7.6,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",256906
Fear and Loathing in Las Vegas,"Adventure, Comedy, Drama",7.6,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,259753
Funny Games,"Crime, Drama, Thriller",7.6,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",65058
Dark City,"Mystery, Sci-Fi, Thriller",7.6,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",187927
Sleepers,"Crime, Drama, Thriller",7.6,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",186734
Lost Highway,"Mystery, Thriller",7.6,"Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",131101
Sense and Sensibility,"Drama, Romance",7.6,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",102598
Die Hard: With a Vengeance,"Action, Adventure, Thriller",7.6,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",364420
Dead Man,"Adventure, Drama, Fantasy",7.6,"On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",90442
The Bridges of Madison County,"Drama, Romance",7.6,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,73172
Apollo 13,"Adventure, Drama, History",7.6,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,269197
Trois couleurs: Blanc,"Comedy, Drama, Romance",7.6,"After his wife divorces him, a Polish immigrant plots to get even with her.",64390
Falling Down,"Action, Crime, Drama",7.6,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,171640
Dazed and Confused,Comedy,7.6,The adventures of high school and junior high students on the last day of school in May 1976.,165465
My Cousin Vinny,"Comedy, Crime",7.6,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",107325
Omohide poro poro,"Animation, Drama, Romance",7.6,A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.,27071
Delicatessen,"Comedy, Crime",7.6,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,80487
Home Alone,"Comedy, Family",7.6,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,488817
The Godfather: Part III,"Crime, Drama",7.6,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.",359809
When Harry Met Sally...,"Comedy, Drama, Romance",7.6,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",195663
The Little Mermaid,"Animation, Family, Fantasy",7.6,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,237696
